Time_epoch,Transmitted_speed (km/hr),Transmitted_latitude (degrees),Transmitted_longitude (degrees),Transmitted_altitude (meters),Transmitted_heading_angle (degrees),Transmitted_timestamp (HH:MM:SS.mmm),Cloud_latitude (degrees),Cloud_longitude (degrees),Distance (meters),Received_packet_timestamp (HH:MM:SS.mmm),Latency_of_packet_transmission (ms),Packet_error_rate,Cloud_total_transferred_data (MBytes),Cloud_average_bandwidth_client (Mbits/sec),Cloud_total_transferred_data_server (MBytes),Cloud_average_bandwidth_server (Mbits/sec),Cloud_download_speed (Mbits/sec),Cloud_upload_speed (Mbits/sec),Cloud_latency (ms),Data_rate (Mbits/sec)
1715960243,46,17.6020195,78.126978,524.034,99.87939058,31:34.0,17.59994,78.1257,267.9834872,31:34.1,55,0.225184425,3.1,2.6,2.81,2.21,85.14,59.91,55.925,2.6
1715960244,37,17.6020182,78.1269999,523.959,93.39713292,31:34.1,17.59994,78.1257,269.0400214,31:34.2,51,0.242050422,3.1,2.6,2.81,2.21,85.14,59.91,55.925,2.6
1715960245,33,17.6020182,78.1269999,523.959,90,31:34.2,17.59994,78.1257,269.0400214,31:34.3,50,0.297151543,3.1,2.6,2.81,2.21,85.14,59.91,55.925,2.6
1715960246,35,17.602015,78.1270251,523.84,97.23692202,31:34.3,17.59994,78.1257,270.1135343,31:34.4,54,0.123785303,3.1,2.6,2.81,2.21,85.14,59.91,55.925,2.6
1715960247,37,17.6020047,78.1270497,523.802,112.7190211,31:34.4,17.59994,78.1257,270.5056442,31:34.5,53,0.111605426,3.1,2.6,2.81,2.21,85.14,59.91,55.925,2.6
1715960248,49,17.6020047,78.1270497,523.802,90,31:34.5,17.59994,78.1257,270.5056442,31:34.6,55,0.232923888,3.1,2.6,2.81,2.21,85.14,59.91,55.925,2.6
1715960249,59,17.6019846,78.1270682,523.791,137.3735958,31:34.6,17.59994,78.1257,269.6607084,31:34.7,56,0.102241062,3.1,2.6,2.81,2.21,85.14,59.91,55.925,2.6
1715960250,32,17.6019566,78.1270778,523.814,161.0753556,31:34.7,17.59994,78.1257,267.594937,31:34.8,50,0.279227198,3.1,2.6,2.81,2.21,85.14,59.91,55.925,2.6
1715960251,45,17.6019566,78.1270778,523.814,90,31:34.8,17.59994,78.1257,267.594937,31:34.9,51,0.257523826,3.1,2.6,2.81,2.21,85.14,59.91,55.925,2.6
1715960252,59,17.6019244,78.1270793,523.761,177.3328701,31:34.9,17.59994,78.1257,264.6896135,31:35.0,56,0.128698208,3.1,2.6,2.81,2.21,85.14,59.91,55.925,2.6
1715960253,54,17.6018889,78.1270769,523.85,90,31:35.0,17.59994,78.1257,261.2658231,31:35.1,53,0.22526132,3.1,2.6,2.81,2.21,85.14,59.91,55.925,2.6
1715960254,32,17.6018498,78.1270732,523.859,185.405754,31:35.1,17.59994,78.1257,257.4491399,31:35.2,57,0.226362862,3.1,2.6,2.81,2.21,85.14,59.91,55.925,2.6
1715960255,54,17.6018065,78.127069,523.92,185.5402265,31:35.2,17.59994,78.1257,253.236939,31:35.3,57,0.030937161,3.1,2.6,2.81,2.21,85.14,59.91,55.925,2.6
1715960256,58,17.6018065,78.127069,523.92,90,31:35.3,17.59994,78.1257,253.236939,31:35.4,59,0.270765872,3.1,2.6,2.81,2.21,85.14,59.91,55.925,2.6
1715960257,47,17.6017628,78.127066,523.918,183.9271871,31:35.4,17.59994,78.1257,249.0850762,31:35.5,57,0.151575712,3.1,2.6,2.81,2.21,85.14,59.91,55.925,2.6
1715960258,43,17.6017203,78.1270644,523.909,182.1559994,31:35.5,17.59994,78.1257,245.1549206,31:35.6,54,0.24793724,3.1,2.6,2.81,2.21,85.14,59.91,55.925,2.6
1715960259,47,17.6017203,78.1270644,523.909,90,31:35.6,17.59994,78.1257,245.1549206,31:35.7,57,0.09601488,3.1,2.6,2.81,2.21,85.14,59.91,55.925,2.6
1715960260,31,17.6016758,78.1270624,523.888,182.5733594,31:35.7,17.59994,78.1257,241.0499446,31:35.8,53,0.268656969,3.1,2.6,2.81,2.21,85.14,59.91,55.925,2.6
1715960261,51,17.6016311,78.1270595,523.733,183.7119737,31:35.8,17.59994,78.1257,236.9016921,31:35.9,53,0.116760504,3.1,2.6,2.81,2.21,85.14,59.91,55.925,2.6
1715960262,32,17.6015424,78.1270527,522.948,90,31:35.9,17.59994,78.1257,228.6989478,31:36.0,58,0.003251295,3.1,2.6,2.81,2.21,85.14,59.91,55.925,2.6
1715960263,45,17.6015034,78.1270457,522.779,190.1755108,31:36.0,17.59994,78.1257,224.8653951,31:36.1,55,0.271614593,3.1,2.6,2.81,2.21,85.14,59.91,55.925,2.6
1715960264,58,17.6014694,78.1270335,522.401,199.7391808,31:36.1,17.59994,78.1257,221.1268592,31:36.2,58,0.027386003,3.1,2.6,2.81,2.21,85.14,59.91,55.925,2.6
1715960265,38,17.6014694,78.1270335,522.401,90,31:36.2,17.59994,78.1257,221.1268592,31:36.3,58,0.095794091,3.1,2.6,2.81,2.21,85.14,59.91,55.925,2.6
1715960266,33,17.6014365,78.1270138,522.445,210.9125081,31:36.3,17.59994,78.1257,216.9800356,31:36.4,59,0.28501859,3.1,2.6,2.81,2.21,85.14,59.91,55.925,2.6
1715960267,30,17.6014067,78.1269833,522.487,225.6650952,31:36.4,17.59994,78.1257,212.3645048,31:36.5,59,0.285182144,3.1,2.6,2.81,2.21,85.14,59.91,55.925,2.6
1715960268,33,17.6014067,78.1269833,522.487,90,31:36.5,17.59994,78.1257,212.3645048,31:36.6,54,0.172031366,3.1,2.6,2.81,2.21,85.14,59.91,55.925,2.6
1715960269,30,17.6013838,78.1269475,522.573,237.3943836,31:36.6,17.59994,78.1257,207.9826609,31:36.7,53,0.189551164,3.1,2.6,2.81,2.21,85.14,59.91,55.925,2.6
1715960270,43,17.6013654,78.1269058,522.634,246.1906738,31:36.7,17.59994,78.1257,203.6044946,31:36.8,56,0.134533657,3.1,2.6,2.81,2.21,85.14,59.91,55.925,2.6
1715960271,50,17.6013654,78.1269058,522.634,90,31:36.8,17.59994,78.1257,203.6044946,31:36.9,54,0.087963232,3.1,2.6,2.81,2.21,85.14,59.91,55.925,2.6
1715960272,45,17.6013537,78.1268614,522.985,255.237383,31:36.9,17.59994,78.1257,199.6581258,31:37.0,56,0.098599364,3.1,2.6,2.81,2.21,85.14,59.91,55.925,2.6
1715960273,49,17.6013501,78.126817,523.211,265.3645365,31:37.0,17.59994,78.1257,196.4720199,31:37.1,57,0.201755537,3.1,2.6,2.81,2.21,85.14,59.91,55.925,2.6
1715960274,53,17.6013501,78.126817,523.211,90,31:37.1,17.59994,78.1257,196.4720199,31:37.2,57,0.225712359,3.1,2.6,2.81,2.21,85.14,59.91,55.925,2.6
1715960275,37,17.601353,78.1267751,523.282,273.959265,31:37.2,17.59994,78.1257,194.0893309,31:37.3,54,0.237473713,3.1,2.6,2.81,2.21,85.14,59.91,55.925,2.6
1715960276,36,17.6013603,78.1267364,523.232,280.682215,31:37.3,17.59994,78.1257,192.3757524,31:37.4,52,0.236885443,3.1,2.6,2.81,2.21,85.14,59.91,55.925,2.6
1715960277,32,17.6013603,78.1267364,523.232,90,31:37.4,17.59994,78.1257,192.3757524,31:37.5,54,0.027361831,3.1,2.6,2.81,2.21,85.14,59.91,55.925,2.6
1715960278,46,17.6013725,78.126701,523.147,289.0156294,31:37.5,17.59994,78.1257,191.3858231,31:37.6,51,0.148326091,3.1,2.6,2.81,2.21,85.14,59.91,55.925,2.6
1715960279,30,17.6013909,78.1266688,523.168,299.7448813,31:37.6,17.59994,78.1257,191.238028,31:37.7,59,0.017267628,3.1,2.6,2.81,2.21,85.14,59.91,55.925,2.6
1715960280,45,17.6013909,78.1266688,523.168,90,31:37.7,17.59994,78.1257,191.238028,31:37.8,54,0.164858665,3.1,2.6,2.81,2.21,85.14,59.91,55.925,2.6
1715960281,41,17.6014158,78.1266419,523.154,312.788906,31:37.8,17.59994,78.1257,192.0823694,31:37.9,52,0.13245915,3.1,2.6,2.81,2.21,85.14,59.91,55.925,2.6
1715960282,56,17.6014466,78.1266224,523.164,327.6614087,31:37.9,17.59994,78.1257,193.966501,31:38.0,50,0.266311255,3.1,2.6,2.81,2.21,85.14,59.91,55.925,2.6
1715960283,48,17.6014466,78.1266224,523.164,90,31:38.0,17.59994,78.1257,193.966501,31:38.1,57,0.105274504,3.1,2.6,2.81,2.21,85.14,59.91,55.925,2.6
1715960284,51,17.6014823,78.1266107,522.945,341.8544214,31:38.1,17.59994,78.1257,196.7939789,31:38.2,56,0.035120105,3.1,2.6,2.81,2.21,85.14,59.91,55.925,2.6
1715960285,52,17.6015216,78.1266058,522.817,352.8929278,31:38.2,17.59994,78.1257,200.3642569,31:38.3,53,0.042897505,3.1,2.6,2.81,2.21,85.14,59.91,55.925,2.6
1715960286,51,17.6015216,78.1266058,522.817,90,31:38.3,17.59994,78.1257,200.3642569,31:38.4,51,0.22845319,3.1,2.6,2.81,2.21,85.14,59.91,55.925,2.6
1715960287,43,17.6015628,78.1266042,522.71,357.7760388,31:38.4,17.59994,78.1257,204.3175288,31:38.5,54,0.185465419,3.1,2.6,2.81,2.21,85.14,59.91,55.925,2.6
1715960288,59,17.6016061,78.1266037,522.626,359.3384153,31:38.5,17.59994,78.1257,208.5576405,31:38.6,53,0.030336803,3.1,2.6,2.81,2.21,85.14,59.91,55.925,2.6
1715960289,35,17.6016061,78.1266037,522.626,90,31:38.6,17.59994,78.1257,208.5576405,31:38.7,57,0.025232042,3.1,2.6,2.81,2.21,85.14,59.91,55.925,2.6
1715960290,35,17.6016531,78.1266035,522.653,359.7561897,31:38.7,17.59994,78.1257,213.2040252,31:38.8,56,0.210290739,3.1,2.6,2.81,2.21,85.14,59.91,55.925,2.6
1715960291,42,17.6017037,78.1266042,522.975,0.792578824,31:38.8,17.59994,78.1257,218.2782027,31:38.9,54,0.021828902,3.1,2.6,2.81,2.21,85.14,59.91,55.925,2.6
1715960292,48,17.6017037,78.1266042,522.975,90,31:38.9,17.59994,78.1257,218.2782027,31:39.0,52,0.246558018,3.1,2.6,2.81,2.21,85.14,59.91,55.925,2.6
1715960293,51,17.6017531,78.1266018,514.91,357.2185864,31:39.0,17.59994,78.1257,223.1174093,31:39.1,60,0.211872668,3.1,2.6,2.81,2.21,85.14,59.91,55.925,2.6
1715960294,37,17.6018065,78.1266047,514.026,3.108515026,31:39.1,17.59994,78.1257,228.6256748,31:39.2,55,0.024404634,3.1,2.6,2.81,2.21,85.14,59.91,55.925,2.6
1715960295,56,17.6018065,78.1266047,514.026,90,31:39.2,17.59994,78.1257,228.6256748,31:39.3,57,0.025451314,3.1,2.6,2.81,2.21,85.14,59.91,55.925,2.6
1715960296,56,17.6018613,78.126605,515.019,0.31365991,31:39.3,17.59994,78.1257,234.1842721,31:39.4,51,0.295991874,3.1,2.6,2.81,2.21,85.14,59.91,55.925,2.6
1715960297,31,17.6019134,78.1266069,516.056,2.088555868,31:39.4,17.59994,78.1257,239.5617549,31:39.5,55,0.112281239,3.1,2.6,2.81,2.21,85.14,59.91,55.925,2.6
1715960298,50,17.6019613,78.1266176,517.325,12.59211796,31:39.5,17.59994,78.1257,244.8979424,31:39.6,50,0.111192644,3.1,2.6,2.81,2.21,85.14,59.91,55.925,2.6
1715960299,59,17.6019892,78.1266324,523.624,27.94442806,31:39.6,17.59994,78.1257,248.3681905,31:39.7,55,0.24383987,3.1,2.6,2.81,2.21,85.14,59.91,55.925,2.6
1715960300,30,17.6019892,78.1266324,523.624,90,31:39.7,17.59994,78.1257,248.3681905,31:39.8,60,0.284174573,3.1,2.6,2.81,2.21,85.14,59.91,55.925,2.6
1715960301,57,17.6020108,78.1266578,523.53,49.62237025,31:39.8,17.59994,78.1257,251.6474245,31:39.9,54,0.295800319,3.1,2.6,2.81,2.21,85.14,59.91,55.925,2.6
1715960302,44,17.6020228,78.1266889,523.735,68.90078775,31:39.9,17.59994,78.1257,254.2101893,31:40.0,50,0.226013456,3.1,2.6,2.81,2.21,85.14,59.91,55.925,2.6
1715960303,30,17.6020228,78.1266889,523.735,90,31:40.0,17.59994,78.1257,254.2101893,31:40.1,50,0.112877876,3.1,2.6,2.81,2.21,85.14,59.91,55.925,2.6
1715960304,34,17.6020291,78.1267219,523.636,79.19176906,31:40.1,17.59994,78.1257,256.3068904,31:40.2,54,0.025050215,3.1,2.6,2.81,2.21,85.14,59.91,55.925,2.6
1715960305,57,17.6020341,78.1267556,523.526,81.56070798,31:40.2,17.59994,78.1257,258.3376244,31:40.3,52,0.233144075,3.1,2.6,2.81,2.21,85.14,59.91,55.925,2.6
1715960306,58,17.6020341,78.1267556,523.526,90,31:40.3,17.59994,78.1257,258.3376244,31:40.4,50,0.167521275,3.1,2.6,2.81,2.21,85.14,59.91,55.925,2.6
1715960307,45,17.6020391,78.1267897,523.437,81.65830156,31:40.4,17.59994,78.1257,260.4215044,31:40.5,58,0.127266603,3.1,2.6,2.81,2.21,85.14,59.91,55.925,2.6
1715960308,48,17.602045,78.1268212,523.334,79.39132724,31:40.5,17.59994,78.1257,262.5040994,31:40.6,55,0.271906316,3.1,2.6,2.81,2.21,85.14,59.91,55.925,2.6
1715960309,33,17.602045,78.1268212,523.334,90,31:40.6,17.59994,78.1257,262.5040994,31:40.7,53,0.033359245,3.1,2.6,2.81,2.21,85.14,59.91,55.925,2.6
1715960310,32,17.6020528,78.1268511,523.189,75.37912602,31:40.7,17.59994,78.1257,264.7232779,31:40.8,59,0.147787531,3.1,2.6,2.81,2.21,85.14,59.91,55.925,2.6
1715960311,46,17.602064,78.1268805,523.059,69.14554197,31:40.8,17.59994,78.1257,267.2736218,31:40.9,51,0.003406093,3.1,2.6,2.81,2.21,85.14,59.91,55.925,2.6
1715960312,46,17.602064,78.1268805,523.059,90,31:40.9,17.59994,78.1257,267.2736218,31:41.0,60,0.140598193,3.1,2.6,2.81,2.21,85.14,59.91,55.925,2.6
1715960313,41,17.6020792,78.126909,522.914,61.92751307,31:41.0,17.59994,78.1257,270.1877672,31:41.1,53,0.016890983,3.1,2.6,2.81,2.21,85.14,59.91,55.925,2.6
1715960314,57,17.6020987,78.1269355,522.687,53.6525418,31:41.1,17.59994,78.1257,273.4325925,31:41.2,59,0.035645375,3.1,2.6,2.81,2.21,85.14,59.91,55.925,2.6
1715960315,59,17.6020987,78.1269355,522.687,90,31:41.2,17.59994,78.1257,273.4325925,31:41.3,56,0.035257874,3.1,2.6,2.81,2.21,85.14,59.91,55.925,2.6
1715960316,58,17.6021216,78.1269571,522.594,43.32666663,31:41.3,17.59994,78.1257,276.765481,31:41.4,58,0.194763091,3.1,2.6,2.81,2.21,85.14,59.91,55.925,2.6
1715960317,43,17.6021455,78.1269726,522.583,32.96484325,31:41.4,17.59994,78.1257,279.8857394,31:41.5,60,0.223813464,3.1,2.6,2.81,2.21,85.14,59.91,55.925,2.6
1715960318,50,17.6021455,78.1269726,522.583,90,31:41.5,17.59994,78.1257,279.8857394,31:41.6,53,0.17501063,3.1,2.6,2.81,2.21,85.14,59.91,55.925,2.6
1715960319,35,17.6021699,78.1269822,522.563,21.47679099,31:41.6,17.59994,78.1257,282.7537031,31:41.7,60,0.288651765,3.1,2.6,2.81,2.21,85.14,59.91,55.925,2.6
1715960320,32,17.6021954,78.1269859,522.566,8.25588872,31:41.7,17.59994,78.1257,285.4304936,31:41.8,54,0.112461174,3.1,2.6,2.81,2.21,85.14,59.91,55.925,2.6
1715960321,57,17.6021954,78.1269859,522.566,90,31:41.8,17.59994,78.1257,285.4304936,31:41.9,54,0.085713626,3.1,2.6,2.81,2.21,85.14,59.91,55.925,2.6
1715960322,38,17.6022208,78.1269833,522.525,354.1554342,31:41.9,17.59994,78.1257,287.7848731,31:42.0,53,0.260579738,3.1,2.6,2.81,2.21,85.14,59.91,55.925,2.6
1715960323,34,17.6022456,78.1269735,522.472,338.4379866,31:42.0,17.59994,78.1257,289.7326377,31:42.1,55,0.067078752,3.1,2.6,2.81,2.21,85.14,59.91,55.925,2.6
1715960324,53,17.6022456,78.1269735,522.472,90,31:42.1,17.59994,78.1257,289.7326377,31:42.2,52,0.288966762,3.1,2.6,2.81,2.21,85.14,59.91,55.925,2.6
1715960325,58,17.6022665,78.1269555,522.367,319.2635209,31:42.2,17.59994,78.1257,290.9134187,31:42.3,56,0.003646342,3.1,2.6,2.81,2.21,85.14,59.91,55.925,2.6
1715960326,46,17.6022798,78.1269296,522.217,297.1811111,31:42.3,17.59994,78.1257,290.9895497,31:42.4,55,0.290963648,3.1,2.6,2.81,2.21,85.14,59.91,55.925,2.6
1715960327,43,17.6022798,78.1269296,522.217,90,31:42.4,17.59994,78.1257,290.9895497,31:42.5,58,0.012947974,3.1,2.6,2.81,2.21,85.14,59.91,55.925,2.6
1715960328,50,17.6022853,78.1268989,522.1,280.1569656,31:42.5,17.59994,78.1257,290.0965205,31:42.6,58,0.267342934,3.1,2.6,2.81,2.21,85.14,59.91,55.925,2.6
1715960329,60,17.6022838,78.1268671,522.112,267.2993706,31:42.6,17.59994,78.1257,288.4853764,31:42.7,54,0.158310333,3.1,2.6,2.81,2.21,85.14,59.91,55.925,2.6
1715960330,32,17.6022838,78.1268671,522.112,90,31:42.7,17.59994,78.1257,288.4853764,31:42.8,53,0.297889439,3.1,2.6,2.81,2.21,85.14,59.91,55.925,2.6
1715960331,57,17.6022788,78.1268343,522.163,261.3326128,31:42.8,17.59994,78.1257,286.5071349,31:42.9,53,0.022138969,3.1,2.6,2.81,2.21,85.14,59.91,55.925,2.6
1715960332,30,17.6022764,78.1268018,522.171,265.776593,31:42.9,17.59994,78.1257,284.8354139,31:43.0,52,0.166156285,3.1,2.6,2.81,2.21,85.14,59.91,55.925,2.6
1715960333,49,17.6022764,78.1268018,522.171,90,31:43.0,17.59994,78.1257,284.8354139,31:43.1,51,0.290790761,3.1,2.6,2.81,2.21,85.14,59.91,55.925,2.6
1715960334,60,17.6022804,78.1267725,522.164,277.7738922,31:43.1,17.59994,78.1257,283.983885,31:43.2,53,0.156929353,3.1,2.6,2.81,2.21,85.14,59.91,55.925,2.6
1715960335,58,17.6022917,78.1267469,522.184,293.816963,31:43.2,17.59994,78.1257,284.0649684,31:43.3,53,0.188819591,3.1,2.6,2.81,2.21,85.14,59.91,55.925,2.6
1715960336,50,17.6022917,78.1267469,522.184,90,31:43.3,17.59994,78.1257,284.0649684,31:43.4,60,0.208724607,3.1,2.6,2.81,2.21,85.14,59.91,55.925,2.6
1715960337,52,17.6023097,78.1267258,522.188,310.4668504,31:43.4,17.59994,78.1257,285.0480535,31:43.5,56,0.136362319,3.1,2.6,2.81,2.21,85.14,59.91,55.925,2.6
1715960338,30,17.6023323,78.1267096,522.105,324.36651,31:43.5,17.59994,78.1257,286.7274632,31:43.6,54,0.188267424,3.1,2.6,2.81,2.21,85.14,59.91,55.925,2.6
1715960339,32,17.6023323,78.1267096,522.105,90,31:43.6,17.59994,78.1257,286.7274632,31:43.7,56,0.175294294,3.1,2.6,2.81,2.21,85.14,59.91,55.925,2.6
1715960340,47,17.6023557,78.1266971,522.01,331.8894006,31:43.7,17.59994,78.1257,288.655377,31:43.8,51,0.270347403,3.1,2.6,2.81,2.21,85.14,59.91,55.925,2.6
1715960341,54,17.6023783,78.126685,521.904,331.8354823,31:43.8,17.59994,78.1257,290.5320501,31:43.9,55,0.013633914,3.1,2.6,2.81,2.21,85.14,59.91,55.925,2.6
1715960342,39,17.6023783,78.126685,521.904,90,31:43.9,17.59994,78.1257,290.5320501,31:44.0,56,0.084288957,3.1,2.6,2.81,2.21,85.14,59.91,55.925,2.6
1715960343,60,17.6023988,78.1266704,521.869,324.5417159,31:44.0,17.59994,78.1257,292.1120008,31:44.1,55,0.285123445,3.1,2.6,2.81,2.21,85.14,59.91,55.925,2.6
1715960344,51,17.602417,78.1266524,521.801,315.3165481,31:44.1,17.59994,78.1257,293.3450556,31:44.2,54,0.267079135,3.1,2.6,2.81,2.21,85.14,59.91,55.925,2.6
1715960345,55,17.602417,78.1266524,521.801,90,31:44.2,17.59994,78.1257,293.3450556,31:44.3,60,0.136697026,3.1,2.6,2.81,2.21,85.14,59.91,55.925,2.6
1715960346,32,17.6024359,78.1266325,521.744,313.5236315,31:44.3,17.59994,78.1257,294.6048941,31:44.4,59,0.186039779,3.1,2.6,2.81,2.21,85.14,59.91,55.925,2.6
1715960347,37,17.6024588,78.1266147,521.758,322.142342,31:44.4,17.59994,78.1257,296.3824415,31:44.5,56,0.083214355,3.1,2.6,2.81,2.21,85.14,59.91,55.925,2.6
1715960348,43,17.6024588,78.1266147,521.758,90,31:44.5,17.59994,78.1257,296.3824415,31:44.6,56,0.056436348,3.1,2.6,2.81,2.21,85.14,59.91,55.925,2.6
1715960349,53,17.6024872,78.1266016,521.833,335.2376544,31:44.6,17.59994,78.1257,298.9216756,31:44.7,56,0.139109521,3.1,2.6,2.81,2.21,85.14,59.91,55.925,2.6
1715960350,47,17.6025195,78.1265948,521.889,348.111342,31:44.7,17.59994,78.1257,302.0999453,31:44.8,52,0.106005668,3.1,2.6,2.81,2.21,85.14,59.91,55.925,2.6
1715960351,44,17.6025195,78.1265948,521.889,90,31:44.8,17.59994,78.1257,302.0999453,31:44.9,54,0.175096834,3.1,2.6,2.81,2.21,85.14,59.91,55.925,2.6
1715960352,51,17.6025529,78.1265946,521.915,359.6569156,31:44.9,17.59994,78.1257,305.6217435,31:45.0,50,0.023320391,3.1,2.6,2.81,2.21,85.14,59.91,55.925,2.6
1715960353,52,17.6025858,78.126601,521.903,11.00820208,31:45.0,17.59994,78.1257,309.310377,31:45.1,55,0.292318442,3.1,2.6,2.81,2.21,85.14,59.91,55.925,2.6
1715960354,31,17.6025858,78.126601,521.903,90,31:45.1,17.59994,78.1257,309.310377,31:45.2,55,0.295863223,3.1,2.6,2.81,2.21,85.14,59.91,55.925,2.6
1715960355,60,17.6026183,78.1266138,521.861,21.49680962,31:45.2,17.59994,78.1257,313.1665652,31:45.3,52,0.209448514,3.1,2.6,2.81,2.21,85.14,59.91,55.925,2.6
1715960356,56,17.6026507,78.1266338,521.746,31.68636769,31:45.3,17.59994,78.1257,317.2495191,31:45.4,60,0.16082891,3.1,2.6,2.81,2.21,85.14,59.91,55.925,2.6
1715960357,39,17.6026507,78.1266338,521.746,90,31:45.4,17.59994,78.1257,317.2495191,31:45.5,59,0.092858285,3.1,2.6,2.81,2.21,85.14,59.91,55.925,2.6
1715960358,31,17.602681,78.1266626,521.684,43.54610456,31:45.5,17.59994,78.1257,321.4081783,31:45.6,57,0.244138506,3.1,2.6,2.81,2.21,85.14,59.91,55.925,2.6
1715960359,55,17.6027074,78.1266974,521.674,52.81529355,31:45.6,17.59994,78.1257,325.372839,31:45.7,55,0.205419352,3.1,2.6,2.81,2.21,85.14,59.91,55.925,2.6
1715960360,46,17.6027074,78.1266974,521.674,90,31:45.7,17.59994,78.1257,325.372839,31:45.8,59,0.048785082,3.1,2.6,2.81,2.21,85.14,59.91,55.925,2.6
1715960361,37,17.6027296,78.1267374,521.669,60.96972532,31:45.8,17.59994,78.1257,329.1005091,31:45.9,51,0.273278155,3.1,2.6,2.81,2.21,85.14,59.91,55.925,2.6
1715960362,30,17.602745,78.1267826,521.635,71.18561448,31:45.9,17.59994,78.1257,332.3384912,31:46.0,58,0.246761173,3.1,2.6,2.81,2.21,85.14,59.91,55.925,2.6
1715960363,38,17.602745,78.1267826,521.635,90,31:46.0,17.59994,78.1257,332.3384912,31:46.1,51,0.284939974,3.1,2.6,2.81,2.21,85.14,59.91,55.925,2.6
1715960364,40,17.6027494,78.1268292,521.61,84.60608949,31:46.1,17.59994,78.1257,334.5327624,31:46.2,58,0.217715853,3.1,2.6,2.81,2.21,85.14,59.91,55.925,2.6
1715960365,51,17.6027451,78.1268743,521.537,95.44632719,31:46.2,17.59994,78.1257,335.8283959,31:46.3,53,0.184024559,3.1,2.6,2.81,2.21,85.14,59.91,55.925,2.6
1715960366,45,17.6027451,78.1268743,521.537,90,31:46.3,17.59994,78.1257,335.8283959,31:46.4,59,0.125472911,3.1,2.6,2.81,2.21,85.14,59.91,55.925,2.6
1715960367,36,17.6027358,78.1269199,521.478,101.5272353,31:46.4,17.59994,78.1257,336.6944033,31:46.5,60,0.279818545,3.1,2.6,2.81,2.21,85.14,59.91,55.925,2.6
1715960368,58,17.6027226,78.1269646,521.43,106.4519767,31:46.5,17.59994,78.1257,337.1946935,31:46.6,52,0.259819167,3.1,2.6,2.81,2.21,85.14,59.91,55.925,2.6
1715960369,39,17.6027226,78.1269646,521.43,90,31:46.6,17.59994,78.1257,337.1946935,31:46.7,55,0.013565601,3.1,2.6,2.81,2.21,85.14,59.91,55.925,2.6
1715960370,52,17.6027071,78.1270035,521.383,111.7251845,31:46.7,17.59994,78.1257,337.2816593,31:46.8,60,0.007910092,3.1,2.6,2.81,2.21,85.14,59.91,55.925,2.6
1715960371,55,17.6026902,78.127036,521.339,90,31:46.8,17.59994,78.1257,337.0010556,31:46.9,55,0.11293901,3.1,2.6,2.81,2.21,85.14,59.91,55.925,2.6
1715960372,32,17.6026487,78.1270878,521.399,132.8696294,31:46.9,17.59994,78.1257,335.1919561,31:47.0,59,0.243165999,3.1,2.6,2.81,2.21,85.14,59.91,55.925,2.6
1715960373,47,17.6026487,78.1270878,521.399,90,31:47.0,17.59994,78.1257,335.1919561,31:47.1,56,0.296182839,3.1,2.6,2.81,2.21,85.14,59.91,55.925,2.6
1715960374,54,17.6026256,78.1271057,521.448,142.2281899,31:47.1,17.59994,78.1257,333.7284535,31:47.2,54,0.045125067,3.1,2.6,2.81,2.21,85.14,59.91,55.925,2.6
1715960375,53,17.6026003,78.1271194,521.482,151.5643674,31:47.2,17.59994,78.1257,331.869226,31:47.3,53,0.178239215,3.1,2.6,2.81,2.21,85.14,59.91,55.925,2.6
1715960376,42,17.6026003,78.1271194,521.482,90,31:47.3,17.59994,78.1257,331.869226,31:47.4,52,0.114267257,3.1,2.6,2.81,2.21,85.14,59.91,55.925,2.6
1715960377,57,17.6025721,78.1271293,521.522,160.6556707,31:47.4,17.59994,78.1257,329.5583125,31:47.5,58,0.290974319,3.1,2.6,2.81,2.21,85.14,59.91,55.925,2.6
1715960378,55,17.6025417,78.1271347,521.543,169.9275221,31:47.5,17.59994,78.1257,326.8258962,31:47.6,54,0.252635677,3.1,2.6,2.81,2.21,85.14,59.91,55.925,2.6
1715960379,36,17.6025417,78.1271347,521.543,90,31:47.6,17.59994,78.1257,326.8258962,31:47.7,55,0.251498611,3.1,2.6,2.81,2.21,85.14,59.91,55.925,2.6
1715960380,54,17.6025101,78.1271362,521.583,177.2823036,31:47.7,17.59994,78.1257,323.7944737,31:47.8,55,0.140607948,3.1,2.6,2.81,2.21,85.14,59.91,55.925,2.6
1715960381,33,17.6024771,78.1271353,521.562,181.5622249,31:47.8,17.59994,78.1257,320.5151823,31:47.9,56,0.124445851,3.1,2.6,2.81,2.21,85.14,59.91,55.925,2.6
1715960382,42,17.6024771,78.1271353,521.562,90,31:47.9,17.59994,78.1257,320.5151823,31:48.0,59,0.082022122,3.1,2.6,2.81,2.21,85.14,59.91,55.925,2.6
1715960383,49,17.6024416,78.1271325,521.514,184.5097674,31:48.0,17.59994,78.1257,316.9039754,31:48.1,60,0.016912649,3.1,2.6,2.81,2.21,85.14,59.91,55.925,2.6
1715960384,30,17.6024034,78.1271284,521.439,186.1260952,31:48.1,17.59994,78.1257,312.9717462,31:48.2,54,0.259416713,3.1,2.6,2.81,2.21,85.14,59.91,55.925,2.6
1715960385,37,17.6024034,78.1271284,521.439,90,31:48.2,17.59994,78.1257,312.9717462,31:48.3,58,0.243870303,3.1,2.6,2.81,2.21,85.14,59.91,55.925,2.6
